name,birth_date,age,gender,home_country,home_city,home_state,current_country,worth,industry,source,self_made,country_population,country_gdp,country_life_expectancy,country_tax_revenue,country_total_tax_rate,country_gross_primary_education,country_gross_tertiary_education,country_cpi,country_latitude,country_longitude
"Yu Yeh Tan",1971-01-01,52,Male,Malaysia,Selangor,not-applicable,Malaysia,1100000000,"Fashion & Retail",Retail,1,32447385,364701517788,76.0,12.0,38.7,105.3,45.1,121.5,4.210484,101.975766
"Aoqi Tang",1945-04-11,77,Male,China,Changzhou,not-applicable,China,1100000000,Automotive,"Auto parts",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Vonnarat Tangkaravakoon",1971-09-11,51,Male,Thailand,Bangkok,not-applicable,Thailand,1100000000,Manufacturing,"Wire & cables, paints",0,69625582,543649976166,76.9,14.9,29.5,99.8,49.3,113.3,15.870032,100.992541
"Ter-fung Tsao",1947-01-01,76,Male,Taiwan,Taipei,not-applicable,Taiwan,1100000000,"Food & Beverage",Food,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ching Sai Tung",1965-01-01,58,Male,China,Dongguan,not-applicable,China,1100000000,Manufacturing,Manufacturing,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Arkady Volozh",1964-02-11,59,Male,Israel,"Tel Aviv",not-applicable,Russia,1100000000,Technology,"Search engine",1,9053300,395098666122,82.8,23.1,25.3,104.9,63.4,108.2,31.046051,34.851612
"Peter-Alexander Wacker",1951-10-02,71,Male,Germany,Starnberg,not-applicable,Germany,1100000000,Manufacturing,Chemicals,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Long Wan",1940-09-01,82,Male,China,Luohe,not-applicable,China,1100000000,"Food & Beverage",Food,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Han Wang",1987-08-01,35,Male,China,Shanghai,not-applicable,China,1100000000,Diversified,Airline,0,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Lars Wingefors",1977-04-02,46,Male,Sweden,Karlstad,not-applicable,Sweden,1100000000,"Media & Entertainment","Video games",1,10285453,530832908738,82.5,27.9,49.1,126.6,67.0,110.5,60.128161,18.643501
"Allan Wong",1950-04-01,73,Male,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",1100000000,Manufacturing,Electronics,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Tiger Woods",1975-12-30,47,Male,"United States","Jupiter Island",Florida,"United States",1100000000,Sports,Golf,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Horst Wortmann",1941-05-08,81,Male,Germany,Detmold,not-applicable,Germany,1100000000,"Fashion & Retail",Footwear,1,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Kaiting Wu",1969-12-01,53,Male,China,Xiamen,not-applicable,"Hong Kong",1100000000,Telecom,Electronics,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Li-gann Wu",1941-01-01,82,Male,Taiwan,Kaohsiung,not-applicable,Taiwan,1100000000,Manufacturing,"Electronic components",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Xiangdong Wu",1969-01-01,54,Male,China,Beijing,not-applicable,China,1100000000,"Food & Beverage",Consumer,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Laigui Xiu",1954-07-01,68,Male,China,Tonghua,not-applicable,China,1100000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Jiangnan Xu",1962-01-01,61,Male,China,Leping,not-applicable,China,1100000000,Healthcare,Vitamins,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Jiping Xue",1951-01-01,72,Male,China,Nantong,not-applicable,China,1100000000,Telecom,Cable,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Hsiao Tung Yao",1940-01-01,83,Male,Singapore,Singapore,not-applicable,Singapore,1100000000,Manufacturing,Manufacturing,1,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
"Qiongjiu Ye",1954-10-14,68,Female,China,Hangzhou,not-applicable,China,1100000000,Technology,Software,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Yanqiao Ye",1969-10-01,53,Male,China,Foshan,not-applicable,China,1100000000,"Food & Beverage","Soy sauce",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Kuo-I Yeh",1941-04-21,81,Male,unknown,unknown,not-applicable,Taiwan,1100000000,Manufacturing,Manufacturing,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Faxiang Yu",1971-10-07,51,Male,China,Shaoxing,not-applicable,China,1100000000,"Media & Entertainment","Tourism, cultural industry",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Chaolin Zeng",1982-08-01,40,Male,China,Yongzhou,not-applicable,China,1100000000,"Metals & Mining",Aluminium,0,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Kapeng Zhang",1965-01-01,58,Male,China,Linhai,not-applicable,China,1100000000,"Construction & Engineering","Building materials",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Xuansong Zhang",1971-10-09,51,Male,China,Fuzhou,not-applicable,China,1100000000,"Fashion & Retail",Supermarkets,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Xuewu Zhang",1974-08-19,48,Male,China,Changsha,not-applicable,China,1100000000,"Food & Beverage",Snacks,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Yiming Zhu",1972-07-01,50,Male,China,Beijing,not-applicable,China,1100000000,Technology,Semiconductors,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Zhaojiang Zhu",1974-01-01,49,Male,China,Shenzhen,not-applicable,China,1100000000,Manufacturing,Smartphones,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Jun Zhuo",1966-01-01,57,Female,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",1100000000,Manufacturing,"Printed circuit boards",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Manohar Lal Agarwal",1954-10-30,68,Male,India,Delhi,not-applicable,India,1000000000,"Food & Beverage",Snacks,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Christian Angermayer",1978-04-26,44,Male,"United Kingdom",London,not-applicable,Germany,1000000000,"Finance & Investments",Investments,1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Ryuji Arai",1946-05-28,76,Male,Japan,Tokyo,not-applicable,Japan,1000000000,"Fashion & Retail",Retail,1,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Anna Maria Braun",1979-01-01,44,Female,Germany,Melsungen,not-applicable,Germany,1000000000,Healthcare,"Medical technology",0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Johanna Braun",1980-01-01,43,Female,Germany,Melsungen,not-applicable,Germany,1000000000,Healthcare,"Medical technology",0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Karl Friedrich Braun",1983-01-01,40,Male,Germany,Melsungen,not-applicable,Germany,1000000000,Healthcare,"Medical technology",0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Ludwig Theodor Braun",1990-01-01,33,Male,Germany,Melsungen,not-applicable,Germany,1000000000,Healthcare,"Medical technology",0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Ana Maria Brescia Cafferata",1924-04-19,98,Female,Peru,Lima,not-applicable,Peru,1000000000,Diversified,"Mining, banking",0,32510453,226848050820,76.5,14.3,36.8,106.9,70.7,129.8,-9.189967,-75.015152
"Jimmy Buffett",1946-12-25,76,Male,"United States","Palm Beach",Florida,"United States",1000000000,"Media & Entertainment","Entertainment, Margaritaville",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Hideyuki Busujima",1952-09-30,70,Male,Japan,Tokyo,not-applicable,Japan,1000000000,"Gambling & Casinos","Pachinko machines",0,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Edouard Carmignac",1947-09-04,75,Male,France,Paris,not-applicable,France,1000000000,"Finance & Investments","Asset management",1,67059887,2715518274227,82.5,24.2,60.7,102.5,65.6,110.1,46.227638,2.213749
"Kuo-Ming Chang",1960-03-29,65,Male,Taiwan,Taipei,not-applicable,Taiwan,1000000000,Logistics,Transportation,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jiancheng Chen",1959-01-13,64,Male,China,Shangyu,not-applicable,China,1000000000,Manufacturing,Manufacturing,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Rui Chen",1978-01-01,45,Male,China,Shanghai,not-applicable,China,1000000000,"Media & Entertainment","Online entertainment",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Shiliang Chen",1963-12-01,59,Male,China,Tongxiang,not-applicable,China,1000000000,Manufacturing,Polyester,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Tianqiao Chen",1973-05-16,49,Male,"United States",Atherton,California,China,1000000000,Technology,"Online games",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Yuantai Chen",1968-03-01,55,Male,China,Ningde,not-applicable,China,1000000000,Energy,Batteries,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Antares Cheng",1957-11-01,65,Male,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",1000000000,"Food & Beverage",Liquor,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Kochouseph Chittilappilly",1950-12-27,72,Male,India,Kochi,not-applicable,India,1000000000,Manufacturing,"Electrical appliances",1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"John Christodoulou",1965-05-24,57,Male,Monaco,Monaco,not-applicable,"United Kingdom",1000000000,"Real Estate","Real estate",1,38964,7184844193,NULL,NULL,NULL,NULL,NULL,NULL,43.738418,7.424616
"Pollyanna Chu",1958-08-03,64,Female,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",1000000000,"Finance & Investments","Financial services, property",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Turgay Ciner",1956-03-01,67,Male,Turkey,Istanbul,not-applicable,Turkey,1000000000,Diversified,Diversified,1,83429615,754411708203,77.4,17.9,42.3,93.2,23.9,234.4,38.963745,35.243322
"Benoit Dageville",1966-06-29,56,Male,"United States","San Carlos",California,"United States",1000000000,Technology,Software,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Mark Dixon",1959-11-02,63,Male,Monaco,Monaco,not-applicable,"United Kingdom",1000000000,"Real Estate","Office real estate",1,38964,7184844193,NULL,NULL,NULL,NULL,NULL,NULL,43.738418,7.424616
"Yulin Du",1972-08-01,50,Male,China,Guangzhou,not-applicable,China,1000000000,Technology,Software,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Yuxia Feng",1964-11-06,58,Female,China,Beijing,not-applicable,China,1000000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Benedicte Find",1954-09-21,68,Female,Denmark,Copenhagen,not-applicable,Denmark,1000000000,Healthcare,"Medical devices",0,5818553,348078018464,81.0,32.4,23.8,101.3,80.6,110.4,56.263920,9.501785
"William Fisher",1957-04-01,66,Male,"United States","San Francisco",California,"United States",1000000000,"Fashion & Retail",Gap,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Yunfeng Gao",1967-02-01,56,Male,China,Shenzhen,not-applicable,China,1000000000,Manufacturing,"Industrial lasers",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Jianming Geng",1962-09-01,60,Male,China,Langfang,not-applicable,China,1000000000,"Real Estate","Real estate",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Sven HagstrÃ¶mer",1943-11-30,79,Male,Sweden,Stockholm,not-applicable,Sweden,1000000000,"Finance & Investments","Financial services",1,10285453,530832908738,82.5,27.9,49.1,126.6,67.0,110.5,60.128161,18.643501
"Clelia Haji-Ioannou",1971-01-01,52,Female,Monaco,"Monte Carlo",not-applicable,Cyprus,1000000000,Service,EasyJet,0,38964,7184844193,NULL,NULL,NULL,NULL,NULL,NULL,43.738418,7.424616
"Stelios Haji-Ioannou",1967-02-14,56,Male,Monaco,"Monte Carlo",not-applicable,Cyprus,1000000000,Service,EasyJet,0,38964,7184844193,NULL,NULL,NULL,NULL,NULL,NULL,43.738418,7.424616
"Hong Hang",1968-01-01,55,Female,China,Wuxi,not-applicable,China,1000000000,Manufacturing,Machinery,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Yamin He",1957-02-23,66,Male,China,Chengdu,not-applicable,China,1000000000,Manufacturing,Manufacturing,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Ghan Djoe Hiang",1943-09-03,79,Female,Indonesia,Jakarta,not-applicable,Indonesia,1000000000,Energy,Coal,0,270203917,1119190780753,71.5,10.2,30.1,106.4,36.3,151.2,-0.789275,113.921327
"Feng Hong",1977-01-01,46,Male,China,Beijing,not-applicable,China,1000000000,Technology,Smartphones,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Seok-joh Hong",1953-01-08,70,Male,"South Korea",Seoul,not-applicable,"South Korea",1000000000,"Fashion & Retail","Convenience stores",0,51709098,2029000000000,82.6,15.6,33.2,98.1,94.3,115.2,35.907757,127.766922
"Gengxi Hu",1964-01-09,59,Male,China,Shanghai,not-applicable,China,1000000000,Healthcare,Bio-Pharma,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Danilo Iervolino",1978-04-02,45,Male,Italy,Rome,not-applicable,Italy,1000000000,Technology,"Online universities",1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Hedda im Brahm-Droege",1955-01-01,68,Female,Germany,Dusseldorf,not-applicable,Germany,1000000000,"Finance & Investments",Investments,1,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Inder Jaisinghani",1953-03-29,70,Male,India,Mumbai,not-applicable,India,1000000000,Manufacturing,"Cables & wires",1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"LeBron James",1984-12-30,38,Male,"United States","Los Angeles",California,"United States",1000000000,Sports,Basketball,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Johan Johannson",1967-01-01,56,Male,Norway,Oslo,not-applicable,Norway,1000000000,"Fashion & Retail","Grocery stores",0,5347896,403336363636,82.8,23.9,36.2,100.3,82.0,120.3,60.472024,8.468946
"Morris Kahn",1930-01-01,93,Male,Israel,"Beit Yanay",not-applicable,Israel,1000000000,Technology,Software,1,9053300,395098666122,82.8,23.1,25.3,104.9,63.4,108.2,31.046051,34.851612
"Ashok Kajaria",1947-08-01,75,Male,India,Delhi,not-applicable,India,1000000000,Manufacturing,Tiles,1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Marcelo Kalim",1969-10-15,53,Male,Brazil,"Sao Paulo",not-applicable,Brazil,1000000000,"Finance & Investments",Banking,1,212559417,1839758040766,75.7,14.2,65.1,115.4,51.3,167.4,-14.235004,-51.925280
"Ken Kendrick",1943-09-02,79,Male,"United States","Paradise Valley",Arizona,"United States",1000000000,Sports,"Banking, sports team",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Brad Keywell",1969-10-27,53,Male,"United States",Chicago,Illinois,"United States",1000000000,Technology,"Software, investments",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Muhammed Aziz Khan",1955-03-01,68,Male,Singapore,Singapore,not-applicable,Bangladesh,1000000000,Energy,Power,1,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
"Jung-woong Kim",1975-01-01,48,Male,"South Korea",Seoul,not-applicable,"South Korea",1000000000,"Fashion & Retail",Cosmetics,1,51709098,2029000000000,82.6,15.6,33.2,98.1,94.3,115.2,35.907757,127.766922
"Ihor Kolomoyskyy",1963-02-13,60,Male,Ukraine,Kiev,not-applicable,Israel,1000000000,Diversified,"Banking, investments",1,44385155,153781069118,71.6,20.1,45.2,99.0,82.7,281.7,48.379433,31.165580
"Jian Min Kong",1968-01-01,55,Male,China,Guangzhou,not-applicable,China,1000000000,"Real Estate","Real estate",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Bon-neung Koo",1949-03-26,74,Male,"South Korea",Seoul,not-applicable,"South Korea",1000000000,Manufacturing,Electronics,0,51709098,2029000000000,82.6,15.6,33.2,98.1,94.3,115.2,35.907757,127.766922
"Michael Kum",1945-01-01,78,Male,Singapore,Singapore,not-applicable,Singapore,1000000000,"Real Estate",Hotels,1,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
"Richard Kurtz",1940-05-15,82,Male,"United States","Palm Beach",Florida,"United States",1000000000,"Real Estate","Real estate",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Lev Kvetnoi",1965-08-27,57,Male,Russia,Moscow,not-applicable,Russia,1000000000,"Finance & Investments",Cement,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Michiel Le Roux",1949-05-20,73,Male,"South Africa",Stellenbosch,not-applicable,"South Africa",1000000000,"Finance & Investments",Banking,1,58558270,351431649241,63.9,27.5,29.2,100.9,22.4,158.9,-30.559482,22.937506
"Wanqiang Li",1977-08-01,45,Male,China,Beijing,not-applicable,China,1000000000,Technology,Smartphones,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Baolin Liu",1953-06-01,69,Male,China,Wuhan,not-applicable,China,1000000000,"Fashion & Retail",Pharmacies,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Choon Yong Loo",1949-02-27,74,Male,Singapore,Singapore,not-applicable,Singapore,1000000000,Healthcare,Healthcare,1,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
"Yonghua Lu",1963-07-26,59,Male,China,Shanghai,not-applicable,China,1000000000,Technology,Electronics,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Xiuhui Ma",1971-01-07,52,Female,China,Shanghai,not-applicable,China,1000000000,Manufacturing,"LED lighting",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Apoorva Mehta",1986-07-19,36,Male,"United States","San Francisco",California,Canada,1000000000,Technology,"Grocery delivery service",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Gabriella Meister",1960-03-29,65,Female,Germany,"Landsberg am Lech",not-applicable,Germany,1000000000,Manufacturing,Appliances,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Ulrike Meister",1967-03-13,56,Female,Germany,Landsberg,not-applicable,Germany,1000000000,Manufacturing,Appliances,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Andrei Molchanov",1971-09-24,51,Male,Russia,Moscow,not-applicable,Russia,1000000000,"Construction & Engineering","Construction materials",1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Fulvio MontipÃ²",1944-10-22,78,Male,Italy,"Reggio Emilia",not-applicable,Italy,1000000000,Manufacturing,"Hydraulic pumps",1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Stanley Motta",1945-06-15,77,Male,unknown,unknown,not-applicable,Panama,1000000000,"Finance & Investments",Finance,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Tyler Perry",1969-09-14,53,Male,"United States",Atlanta,Georgia,"United States",1000000000,"Media & Entertainment","Movies, television",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"RÃ©al Plourde",1960-03-29,65,Male,Canada,Westmount,not-applicable,Canada,1000000000,"Fashion & Retail","Convenience stores",1,36991981,1736425629520,81.9,12.8,24.5,100.9,68.9,116.8,56.130366,-106.346771
"Vera Rechulski Santo Domingo",1948-12-26,74,Female,Bermuda,unknown,not-applicable,Brazil,1000000000,"Food & Beverage",Beer,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
